b'temp:24.000000,humidity:49.000000'
b'temp:24.000000,humidity:49.000000'
b'temp:24.000000,humidity:48.000000'
b'temp:24.000000,humidity:49.000000'
b'temp:24.000000,humidity:48.000000'
b'temp:24.000000,humidity:48.000000'
b'temp:25.000000,humidity:49.000000'
